transaction_id,sender_account,receiver_account,amount,timestamp,device_id,sender_account_type,sender_trust_score,sender_primary_device,receiver_trust_score,receiver_kyc_status,receiver_account_status,is_fraud
TXN_0005903,ACC_0340,ACC_0468,2494.14,2026-05-11 13:27:44,DEV_0885,PERSONAL,87,DEV_0885,26,PENDING,Active,0
TXN_0005904,ACC_0003,ACC_0170,9162.33,2026-05-11 13:35:54,DEV_0179,NGO,42,DEV_0179,82,COMPLETED,Active,0
TXN_0005905,ACC_0435,ACC_0981,479.28,2026-05-11 13:38:45,DEV_0442,STUDENT,75,DEV_0442,71,COMPLETED,Active,0
TXN_0005906,ACC_0626,ACC_0366,3026.47,2026-05-11 13:39:11,DEV_0480,PROFESSIONAL,88,DEV_0480,51,COMPLETED,Active,0
TXN_0005907,ACC_0048,ACC_0908,147728.25,2026-05-11 13:43:11,DEV_1135,PERSONAL,54,DEV_1135,91,COMPLETED,Active,0
TXN_0005908,ACC_0796,ACC_0407,8841.72,2026-05-11 13:43:35,DEV_0704,PROFESSIONAL,88,DEV_0704,67,COMPLETED,Active,0
TXN_0005909,ACC_0418,ACC_0686,180840.09,2026-05-11 13:45:02,DEV_0584,PROFESSIONAL,90,DEV_0584,87,COMPLETED,Active,0
TXN_0005910,ACC_0400,ACC_0722,1329.6,2026-05-11 13:52:05,DEV_0135,STUDENT,75,DEV_0135,48,COMPLETED,Active,0
TXN_0005911,ACC_0188,ACC_0033,1115.45,2026-05-11 13:54:26,DEV_1192,STUDENT,75,DEV_1192,67,COMPLETED,Active,0
TXN_0005912,ACC_0734,ACC_0428,5066.28,2026-05-11 13:59:42,DEV_0309,NGO,41,DEV_0309,66,COMPLETED,Active,0
TXN_0005913,ACC_0146,ACC_0924,99303.95,2026-05-11 14:03:27,DEV_0041,NGO,88,DEV_0041,84,COMPLETED,Active,0
TXN_0005914,ACC_0645,ACC_0029,6066.75,2026-05-11 14:06:11,DEV_0390,BUSINESS,47,DEV_0390,90,COMPLETED,Active,0
TXN_0005915,ACC_0655,ACC_0185,426.76,2026-05-11 14:13:56,DEV_0472,STUDENT,93,DEV_0472,81,COMPLETED,Active,0
TXN_0005916,ACC_0343,ACC_0189,2045.92,2026-05-11 14:15:56,DEV_0725,PROFESSIONAL,88,DEV_0725,87,COMPLETED,Active,0
TXN_0005917,ACC_0785,ACC_0013,75447.95,2026-05-11 14:16:48,DEV_0507,STUDENT,83,DEV_0507,85,COMPLETED,Active,0
TXN_0005918,ACC_0179,ACC_0689,9977.67,2026-05-11 14:21:15,DEV_1168,PROFESSIONAL,64,DEV_1168,79,COMPLETED,Active,0
TXN_0005919,ACC_0739,ACC_0717,2949.28,2026-05-11 14:22:09,DEV_0654,PROFESSIONAL,42,DEV_0654,65,COMPLETED,Active,0
TXN_0005920,ACC_0392,ACC_0900,3772.42,2026-05-11 14:25:06,DEV_0085,NGO,91,DEV_0085,71,COMPLETED,Active,0
TXN_0005921,ACC_0138,ACC_0348,110057.47,2026-05-11 14:25:37,DEV_0531,PROFESSIONAL,93,DEV_0531,91,COMPLETED,Active,0
TXN_0005922,ACC_0737,ACC_0893,7115.61,2026-05-11 14:26:37,DEV_0424,PROFESSIONAL,62,DEV_0424,51,COMPLETED,Active,0
TXN_0005923,ACC_0301,ACC_0270,8560.9,2026-05-11 14:28:17,DEV_0130,BUSINESS,69,DEV_0130,83,COMPLETED,Active,0
TXN_0005924,ACC_0605,ACC_0340,166760.17,2026-05-11 14:28:41,DEV_1002,NGO,72,DEV_1002,87,COMPLETED,Active,0
TXN_0005925,ACC_0687,ACC_0690,33068.92,2026-05-11 14:37:37,DEV_0161,BUSINESS,62,DEV_0161,60,COMPLETED,Active,0
TXN_0005926,ACC_0612,ACC_0283,6594.87,2026-05-11 14:38:29,DEV_0065,PROFESSIONAL,51,DEV_0065,58,COMPLETED,Active,0
TXN_0005927,ACC_0379,ACC_0253,151068.75,2026-05-11 14:41:33,DEV_0398,NGO,62,DEV_0398,84,COMPLETED,Active,0
TXN_0005928,ACC_0748,ACC_0321,4830.33,2026-05-11 14:41:50,DEV_1183,PERSONAL,95,DEV_1183,23,PENDING,Suspended,0
TXN_0005929,ACC_0229,ACC_0241,247731.29,2026-05-11 14:43:31,DEV_0658,STUDENT,94,DEV_0658,93,COMPLETED,Active,0
TXN_0005930,ACC_0340,ACC_0677,1472.08,2026-05-11 14:47:23,DEV_0885,PERSONAL,87,DEV_0885,94,COMPLETED,Active,0
TXN_0005931,ACC_0301,ACC_0643,5284.24,2026-05-11 14:49:41,DEV_0130,BUSINESS,69,DEV_0130,53,COMPLETED,Active,0
TXN_0005932,ACC_0618,ACC_0864,622.46,2026-05-11 14:50:19,DEV_0047,PERSONAL,69,DEV_0047,55,COMPLETED,Active,0
TXN_0005933,ACC_0771,ACC_0605,661.75,2026-05-11 14:51:47,DEV_1111,STUDENT,42,DEV_1111,72,COMPLETED,Active,0
TXN_0005934,ACC_0356,ACC_0357,35488.87,2026-05-11 14:52:42,DEV_0758,BUSINESS,60,DEV_0758,49,COMPLETED,Active,0
TXN_0005935,ACC_0781,ACC_0615,1234.15,2026-05-11 14:53:16,DEV_1173,STUDENT,94,DEV_1173,62,COMPLETED,Active,0
TXN_0005936,ACC_0730,ACC_0137,2284.5,2026-05-11 14:54:03,DEV_0217,PROFESSIONAL,23,DEV_0217,70,COMPLETED,Active,0
TXN_0005937,ACC_0564,ACC_0668,875.14,2026-05-11 14:54:06,DEV_0710,PERSONAL,81,DEV_0710,84,COMPLETED,Active,0
TXN_0005938,ACC_0696,ACC_0133,7241.25,2026-05-11 15:03:48,DEV_0316,PROFESSIONAL,60,DEV_0316,91,COMPLETED,Active,0
TXN_0005939,ACC_0008,ACC_0046,11763.92,2026-05-11 15:06:31,DEV_0697,PROFESSIONAL,53,DEV_0697,68,COMPLETED,Active,0
TXN_0005940,ACC_0068,ACC_0509,3922.22,2026-05-11 15:11:25,DEV_0643,PERSONAL,77,DEV_0643,41,COMPLETED,Active,0
TXN_0005941,ACC_0684,ACC_0589,7879.79,2026-05-11 15:14:10,DEV_0158,PROFESSIONAL,76,DEV_0158,55,COMPLETED,Active,0
TXN_0005942,ACC_0469,ACC_0065,2762.33,2026-05-11 15:25:16,DEV_0891,NGO,90,DEV_0891,86,COMPLETED,Active,0
TXN_0005943,ACC_0126,ACC_0916,18419.21,2026-05-11 15:33:36,DEV_0636,BUSINESS,52,DEV_0636,61,COMPLETED,Active,0
TXN_0005944,ACC_0622,ACC_0215,3281.29,2026-05-11 15:36:56,DEV_0066,PERSONAL,66,DEV_0066,54,COMPLETED,Active,0
TXN_0005945,ACC_0434,ACC_0668,152019.49,2026-05-11 15:38:02,DEV_0011,PROFESSIONAL,41,DEV_0011,84,COMPLETED,Active,0
TXN_0005946,ACC_0736,ACC_0892,8392.6,2026-05-11 15:40:35,DEV_0291,PERSONAL,61,DEV_0291,28,PENDING,Active,0
TXN_0005947,ACC_0056,ACC_0003,9007.96,2026-05-11 15:41:45,DEV_0202,PERSONAL,86,DEV_0202,42,COMPLETED,Active,0
TXN_0005948,ACC_0289,ACC_0770,736.62,2026-05-11 15:42:06,DEV_0670,STUDENT,51,DEV_0670,74,COMPLETED,Active,0
TXN_0005949,ACC_0330,ACC_0399,4169.69,2026-05-11 15:49:43,DEV_0259,PERSONAL,80,DEV_0259,43,COMPLETED,Active,0
TXN_0005950,ACC_0651,ACC_0487,164151.57,2026-05-11 15:54:33,DEV_0656,PROFESSIONAL,63,DEV_0656,72,COMPLETED,Active,0
TXN_0005951,ACC_0665,ACC_0270,1574.71,2026-05-11 15:56:22,DEV_0990,NGO,41,DEV_0990,83,COMPLETED,Active,0
TXN_0005952,ACC_0064,ACC_0722,4489.43,2026-05-11 15:57:01,DEV_0005,PROFESSIONAL,56,DEV_0005,48,COMPLETED,Active,0
TXN_0005953,ACC_0371,ACC_0376,291.61,2026-05-11 15:59:08,DEV_1180,STUDENT,65,DEV_1180,59,COMPLETED,Active,0
TXN_0005954,ACC_0796,ACC_0269,7844.09,2026-05-11 16:01:48,DEV_0704,PROFESSIONAL,88,DEV_0704,49,COMPLETED,Active,0
TXN_0005955,ACC_0689,ACC_0367,6430.22,2026-05-11 16:01:53,DEV_0698,PERSONAL,79,DEV_0698,54,COMPLETED,Active,0
TXN_0005956,ACC_0615,ACC_0173,8962.43,2026-05-11 16:06:31,DEV_0273,NGO,62,DEV_0273,93,COMPLETED,Active,0
TXN_0005957,ACC_0092,ACC_0307,8887.16,2026-05-11 16:10:32,DEV_1149,PROFESSIONAL,17,DEV_1149,93,COMPLETED,Active,0
TXN_0005958,ACC_0167,ACC_0522,5946.96,2026-05-11 16:17:41,DEV_0813,PROFESSIONAL,52,DEV_0813,71,COMPLETED,Active,0
TXN_0005959,ACC_0302,ACC_0199,222193.43,2026-05-11 16:17:44,DEV_0837,STUDENT,42,DEV_0837,76,COMPLETED,Active,0
TXN_0005960,ACC_0559,ACC_0973,2077.2,2026-05-11 16:18:37,DEV_0425,STUDENT,71,DEV_0425,76,COMPLETED,Active,0
TXN_0005961,ACC_0417,ACC_0584,3740.6,2026-05-11 16:24:04,DEV_0747,PROFESSIONAL,55,DEV_0747,69,COMPLETED,Active,0
TXN_0005962,ACC_0037,ACC_0188,148117.7,2026-05-11 16:25:13,DEV_0331,STUDENT,89,DEV_0331,75,COMPLETED,Active,0
TXN_0005963,ACC_0333,ACC_0724,956.39,2026-05-11 16:26:47,DEV_0882,NGO,84,DEV_0882,78,COMPLETED,Active,0
TXN_0005964,ACC_0383,ACC_0343,1558.12,2026-05-11 16:29:37,DEV_0951,PROFESSIONAL,88,DEV_0951,88,COMPLETED,Active,0
TXN_0005965,ACC_0124,ACC_0588,7882.2,2026-05-11 16:36:09,DEV_0174,BUSINESS,82,DEV_0174,46,COMPLETED,Active,0
TXN_0005966,ACC_0210,ACC_0855,2207.92,2026-05-11 16:37:10,DEV_0204,NGO,53,DEV_0204,95,COMPLETED,Active,0
TXN_0005967,ACC_0459,ACC_0985,245811.11,2026-05-11 16:37:41,DEV_0680,PERSONAL,91,DEV_0680,95,COMPLETED,Active,0
TXN_0005968,ACC_0454,ACC_0413,155333.7,2026-05-11 16:38:04,DEV_0601,PERSONAL,90,DEV_0601,89,COMPLETED,Active,0
TXN_0005969,ACC_0674,ACC_0132,16627.31,2026-05-11 16:40:58,DEV_0615,BUSINESS,94,DEV_0615,75,COMPLETED,Active,0
TXN_0005970,ACC_0699,ACC_0930,9186.21,2026-05-11 16:42:31,DEV_0179,BUSINESS,68,DEV_0179,50,COMPLETED,Active,0
TXN_0005971,ACC_0687,ACC_0283,20019.58,2026-05-11 16:44:05,DEV_0161,BUSINESS,62,DEV_0161,58,COMPLETED,Active,0
TXN_0005972,ACC_0116,ACC_0374,830.49,2026-05-11 16:45:45,DEV_0643,STUDENT,47,DEV_0643,94,COMPLETED,Active,0
TXN_0005973,ACC_0103,ACC_0555,2749.41,2026-05-11 16:46:57,DEV_0456,PROFESSIONAL,69,DEV_0456,61,COMPLETED,Active,0
TXN_0005974,ACC_0269,ACC_0413,150235.68,2026-05-11 16:46:57,DEV_0735,STUDENT,49,DEV_0735,89,COMPLETED,Active,0
TXN_0005975,ACC_0616,ACC_0796,10615.97,2026-05-11 16:52:25,DEV_0366,PERSONAL,65,DEV_0366,88,COMPLETED,Active,0
TXN_0005976,ACC_0369,ACC_0374,958.62,2026-05-11 16:53:39,DEV_0148,STUDENT,87,DEV_0148,94,COMPLETED,Active,0
TXN_0005977,ACC_0552,ACC_0497,6925.95,2026-05-11 16:55:05,DEV_1028,PROFESSIONAL,70,DEV_1028,48,COMPLETED,Active,0
TXN_0005978,ACC_0475,ACC_0710,6314.72,2026-05-11 17:03:14,DEV_0315,PERSONAL,63,DEV_0315,61,COMPLETED,Active,0
TXN_0005979,ACC_0420,ACC_0867,9991.99,2026-05-11 17:03:19,DEV_0398,PROFESSIONAL,76,DEV_0398,63,COMPLETED,Active,0
TXN_0005980,ACC_0135,ACC_0991,118568.01,2026-05-11 17:03:31,DEV_0907,STUDENT,86,DEV_0907,92,COMPLETED,Active,0
TXN_0005981,ACC_0673,ACC_0384,1303.17,2026-05-11 17:03:45,DEV_1158,PROFESSIONAL,84,DEV_1158,76,COMPLETED,Active,0
TXN_0005982,ACC_0398,ACC_0688,1142.56,2026-05-11 17:06:06,DEV_0764,STUDENT,64,DEV_0764,93,COMPLETED,Active,0
TXN_0005983,ACC_0258,ACC_0446,5650.53,2026-05-11 17:08:56,DEV_0680,NGO,95,DEV_0680,70,COMPLETED,Active,0
TXN_0005984,ACC_0022,ACC_0541,170125.65,2026-05-11 17:12:04,DEV_0822,STUDENT,53,DEV_0822,72,COMPLETED,Active,0
TXN_0005985,ACC_0435,ACC_0931,329.08,2026-05-11 17:17:20,DEV_1110,STUDENT,75,DEV_0442,56,COMPLETED,Active,1
TXN_0005986,ACC_0079,ACC_0028,5322.67,2026-05-11 17:19:21,DEV_0151,PERSONAL,72,DEV_0151,43,COMPLETED,Active,0
TXN_0005987,ACC_0639,ACC_0648,83235.08,2026-05-11 17:20:38,DEV_0417,STUDENT,45,DEV_0417,74,COMPLETED,Active,0
TXN_0005988,ACC_0726,ACC_0363,156295.94,2026-05-11 17:20:53,DEV_1114,PROFESSIONAL,26,DEV_1114,78,COMPLETED,Active,0
TXN_0005989,ACC_0800,ACC_0721,34159.11,2026-05-11 17:22:01,DEV_0271,BUSINESS,59,DEV_0271,93,COMPLETED,Active,0
TXN_0005990,ACC_0268,ACC_0902,7977.97,2026-05-11 17:23:49,DEV_0095,PERSONAL,43,DEV_0095,34,COMPLETED,Active,0
TXN_0005991,ACC_0200,ACC_0950,1244.09,2026-05-11 17:24:00,DEV_0962,STUDENT,61,DEV_0962,65,COMPLETED,Active,0
TXN_0005992,ACC_0651,ACC_0206,2160.32,2026-05-11 17:37:26,DEV_0656,PROFESSIONAL,63,DEV_0656,90,COMPLETED,Active,0
TXN_0005993,ACC_0210,ACC_0581,3977.83,2026-05-11 17:43:17,DEV_0204,NGO,53,DEV_0204,74,COMPLETED,Active,0
TXN_0005994,ACC_0525,ACC_0276,5961.19,2026-05-11 17:44:31,DEV_0937,NGO,53,DEV_0937,77,COMPLETED,Active,0
TXN_0005995,ACC_0607,ACC_0249,2565.8,2026-05-11 17:47:16,DEV_0936,PROFESSIONAL,75,DEV_0936,59,COMPLETED,Active,0
TXN_0005996,ACC_0750,ACC_0485,7077.99,2026-05-11 17:47:34,DEV_0234,PROFESSIONAL,95,DEV_0234,75,COMPLETED,Active,0
TXN_0005997,ACC_0724,ACC_0892,9479.63,2026-05-11 17:49:25,DEV_0773,PROFESSIONAL,78,DEV_0773,28,PENDING,Active,0
TXN_0005998,ACC_0003,ACC_0529,6314.2,2026-05-11 17:49:43,DEV_0179,NGO,42,DEV_0179,65,COMPLETED,Active,0
TXN_0005999,ACC_0091,ACC_0679,75.54,2026-05-11 17:52:10,DEV_0331,STUDENT,75,DEV_0331,54,COMPLETED,Active,0
TXN_0006000,ACC_0706,ACC_0124,178172.78,2026-05-11 17:52:38,DEV_1010,STUDENT,50,DEV_1010,82,COMPLETED,Active,0
TXN_0006001,ACC_0739,ACC_0816,6971.51,2026-05-11 17:56:53,DEV_0654,PROFESSIONAL,42,DEV_0654,64,COMPLETED,Active,0
TXN_0006002,ACC_0485,ACC_0853,13406.36,2026-05-11 18:03:07,DEV_1173,STUDENT,75,DEV_0712,43,COMPLETED,Active,1
TXN_0006003,ACC_0164,ACC_0097,1487.07,2026-05-11 18:07:22,DEV_0756,STUDENT,78,DEV_0756,95,COMPLETED,Active,0
TXN_0006004,ACC_0273,ACC_0283,14796.39,2026-05-11 18:08:35,DEV_0476,BUSINESS,56,DEV_0476,58,COMPLETED,Active,0
TXN_0006005,ACC_0084,ACC_0453,333.67,2026-05-11 18:11:27,DEV_0213,STUDENT,48,DEV_0213,69,COMPLETED,Active,0
TXN_0006006,ACC_0013,ACC_0900,12487.08,2026-05-11 18:14:54,DEV_0741,NGO,85,DEV_0741,71,COMPLETED,Active,0
TXN_0006007,ACC_0777,ACC_0994,4469.24,2026-05-11 18:17:15,DEV_1194,STUDENT,48,DEV_0877,70,COMPLETED,Active,1
TXN_0006008,ACC_0497,ACC_0256,118658.44,2026-05-11 18:19:57,DEV_0373,NGO,48,DEV_0373,90,COMPLETED,Active,0
TXN_0006009,ACC_0764,ACC_0778,11037.98,2026-05-11 18:21:22,DEV_1036,NGO,66,DEV_1036,76,COMPLETED,Active,0
TXN_0006010,ACC_0632,ACC_0862,40826.66,2026-05-11 18:22:08,DEV_0875,BUSINESS,43,DEV_0875,93,COMPLETED,Active,0
TXN_0006011,ACC_0525,ACC_0197,8093.5,2026-05-11 18:24:03,DEV_0937,NGO,53,DEV_0937,75,COMPLETED,Active,0
TXN_0006012,ACC_0692,ACC_0177,3871.44,2026-05-11 18:24:33,DEV_0468,PROFESSIONAL,64,DEV_0468,55,COMPLETED,Active,0
TXN_0006013,ACC_0755,ACC_0520,515.68,2026-05-11 18:26:01,DEV_0174,STUDENT,60,DEV_0174,95,COMPLETED,Active,0
TXN_0006014,ACC_0146,ACC_0056,1782.82,2026-05-11 18:26:04,DEV_0041,NGO,88,DEV_0041,86,COMPLETED,Active,0
TXN_0006015,ACC_0313,ACC_0301,905.46,2026-05-11 18:29:15,DEV_0932,PERSONAL,53,DEV_0932,69,COMPLETED,Active,0
TXN_0006016,ACC_0675,ACC_0341,78825.1,2026-05-11 18:29:21,DEV_0065,PERSONAL,64,DEV_0065,77,COMPLETED,Active,0
TXN_0006017,ACC_0115,ACC_0528,18199.84,2026-05-11 18:30:11,DEV_0746,BUSINESS,82,DEV_0746,56,COMPLETED,Active,0
TXN_0006018,ACC_0795,ACC_0456,151401.03,2026-05-11 18:31:26,DEV_1184,NGO,94,DEV_1184,74,COMPLETED,Active,0
TXN_0006019,ACC_0262,ACC_0488,2584.13,2026-05-11 18:33:14,DEV_0815,STUDENT,94,DEV_0815,90,COMPLETED,Active,0
TXN_0006020,ACC_0115,ACC_0879,1825.32,2026-05-11 18:34:14,DEV_1194,BUSINESS,82,DEV_0746,94,COMPLETED,Active,1
TXN_0006021,ACC_0145,ACC_0349,13364.95,2026-05-11 18:34:35,DEV_0861,BUSINESS,89,DEV_0861,92,COMPLETED,Active,0
TXN_0006022,ACC_0638,ACC_0016,4498.22,2026-05-11 18:34:59,DEV_1086,NGO,55,DEV_1086,80,COMPLETED,Active,0
TXN_0006023,ACC_0721,ACC_0553,167199.39,2026-05-11 18:38:03,DEV_0898,BUSINESS,93,DEV_0898,75,COMPLETED,Active,0
TXN_0006024,ACC_0302,ACC_0282,960.89,2026-05-11 18:40:15,DEV_0837,STUDENT,42,DEV_0837,16,PENDING,Suspended,0
TXN_0006025,ACC_0784,ACC_0045,15118.28,2026-05-11 18:43:13,DEV_0272,BUSINESS,85,DEV_0272,82,COMPLETED,Active,0
TXN_0006026,ACC_0724,ACC_0820,5547.59,2026-05-11 18:48:27,DEV_0773,PROFESSIONAL,78,DEV_0773,78,COMPLETED,Active,0
TXN_0006027,ACC_0800,ACC_0970,32747.15,2026-05-11 18:50:30,DEV_0271,BUSINESS,59,DEV_0271,79,COMPLETED,Active,0
TXN_0006028,ACC_0229,ACC_0253,201684.22,2026-05-11 18:50:56,DEV_0658,STUDENT,94,DEV_0658,84,COMPLETED,Active,0
TXN_0006029,ACC_0507,ACC_0283,5118.29,2026-05-11 18:54:12,DEV_0059,PERSONAL,81,DEV_0059,58,COMPLETED,Active,0
TXN_0006030,ACC_0215,ACC_0230,1289.7,2026-05-11 18:58:04,DEV_0930,STUDENT,54,DEV_0930,71,COMPLETED,Active,0
TXN_0006031,ACC_0061,ACC_0511,191243.37,2026-05-11 19:00:53,DEV_0031,NGO,88,DEV_0031,83,COMPLETED,Active,0
TXN_0006032,ACC_0588,ACC_0725,295.43,2026-05-11 19:00:54,DEV_0178,STUDENT,46,DEV_0178,72,COMPLETED,Active,0
TXN_0006033,ACC_0655,ACC_0229,1249.04,2026-05-11 19:01:33,DEV_0472,STUDENT,93,DEV_0472,94,COMPLETED,Active,0
TXN_0006034,ACC_0229,ACC_0356,2206.98,2026-05-11 19:02:17,DEV_0658,STUDENT,94,DEV_0658,60,COMPLETED,Active,0
TXN_0006035,ACC_0534,ACC_0419,2884.99,2026-05-11 19:06:42,DEV_0765,PROFESSIONAL,61,DEV_0765,59,COMPLETED,Active,0
TXN_0006036,ACC_0513,ACC_0167,13153.94,2026-05-11 19:11:03,DEV_0324,PERSONAL,70,DEV_0324,52,COMPLETED,Active,0
TXN_0006037,ACC_0049,ACC_0900,10356.1,2026-05-11 19:11:18,DEV_0146,PERSONAL,43,DEV_0146,71,COMPLETED,Active,0
TXN_0006038,ACC_0343,ACC_0785,162969.77,2026-05-11 19:16:12,DEV_0725,PROFESSIONAL,88,DEV_0725,83,COMPLETED,Active,0
TXN_0006039,ACC_0499,ACC_0567,9904.39,2026-05-11 19:17:47,DEV_1062,PERSONAL,50,DEV_1062,87,COMPLETED,Active,0
TXN_0006040,ACC_0377,ACC_0414,1324.92,2026-05-11 19:19:45,DEV_0454,STUDENT,50,DEV_0454,49,COMPLETED,Active,0
TXN_0006041,ACC_0180,ACC_0395,986.06,2026-05-11 19:23:45,DEV_0059,STUDENT,60,DEV_0059,45,COMPLETED,Active,0
TXN_0006042,ACC_0463,ACC_0055,4661.89,2026-05-11 19:24:14,DEV_0547,NGO,86,DEV_0547,69,COMPLETED,Active,0
TXN_0006043,ACC_0428,ACC_0527,9043.56,2026-05-11 19:30:04,DEV_0716,PROFESSIONAL,66,DEV_0716,40,COMPLETED,Active,0
TXN_0006044,ACC_0141,ACC_0077,27116.7,2026-05-11 19:32:24,DEV_0557,BUSINESS,74,DEV_0557,88,COMPLETED,Active,0
TXN_0006045,ACC_0136,ACC_0945,71135.52,2026-05-11 03:46:21,DEV_1174,NGO,75,DEV_0874,65,COMPLETED,Active,1
TXN_0006046,ACC_0652,ACC_0684,1702.61,2026-05-11 19:35:46,DEV_0848,STUDENT,22,DEV_0848,76,COMPLETED,Active,0
TXN_0006047,ACC_0219,ACC_0849,1555.94,2026-05-11 19:39:19,DEV_1166,STUDENT,68,DEV_1166,94,COMPLETED,Active,0
TXN_0006048,ACC_0589,ACC_0775,7518.79,2026-05-11 19:40:12,DEV_0288,BUSINESS,55,DEV_0288,47,COMPLETED,Active,0
TXN_0006049,ACC_0713,ACC_0742,3747.73,2026-05-11 19:44:38,DEV_0279,NGO,78,DEV_0279,50,COMPLETED,Active,0
TXN_0006050,ACC_0341,ACC_0875,1019.28,2026-05-11 19:45:21,DEV_0267,STUDENT,77,DEV_0267,47,COMPLETED,Active,0
TXN_0006051,ACC_0103,ACC_0895,1031.33,2026-05-11 19:46:07,DEV_1174,PROFESSIONAL,69,DEV_0456,71,COMPLETED,Active,1
TXN_0006052,ACC_0555,ACC_0904,24938.99,2026-05-11 19:52:10,DEV_0942,BUSINESS,61,DEV_0942,70,COMPLETED,Active,0
TXN_0006053,ACC_0594,ACC_0605,900.37,2026-05-11 19:52:49,DEV_0328,STUDENT,72,DEV_0328,72,COMPLETED,Active,0
TXN_0006054,ACC_0136,ACC_0973,43589.42,2026-05-11 19:54:48,DEV_0874,NGO,75,DEV_0874,76,COMPLETED,Active,0
TXN_0006055,ACC_0540,ACC_0964,431.63,2026-05-11 19:55:44,DEV_0333,STUDENT,79,DEV_0333,50,COMPLETED,Active,0
TXN_0006056,ACC_0600,ACC_0908,944.85,2026-05-11 20:01:44,DEV_0168,NGO,73,DEV_0168,91,COMPLETED,Active,0
TXN_0006057,ACC_0263,ACC_0685,740.78,2026-05-11 20:09:14,DEV_1093,STUDENT,60,DEV_1093,64,COMPLETED,Active,0
TXN_0006058,ACC_0739,ACC_0753,4212.84,2026-05-11 20:12:20,DEV_0654,PROFESSIONAL,42,DEV_0654,69,COMPLETED,Active,0
TXN_0006059,ACC_0609,ACC_0361,716.09,2026-05-11 20:12:53,DEV_0007,STUDENT,77,DEV_0007,58,COMPLETED,Active,0
TXN_0006060,ACC_0302,ACC_0151,1142.56,2026-05-11 20:13:20,DEV_0837,STUDENT,42,DEV_0837,25,PENDING,Suspended,0
TXN_0006061,ACC_0675,ACC_0532,37389.41,2026-05-11 20:14:27,DEV_0065,PERSONAL,64,DEV_0065,79,COMPLETED,Active,0
TXN_0006062,ACC_0257,ACC_0130,93992.83,2026-05-11 20:19:53,DEV_1015,BUSINESS,48,DEV_1015,81,COMPLETED,Active,0
TXN_0006063,ACC_0696,ACC_0971,2558.91,2026-05-11 20:28:29,DEV_1122,PROFESSIONAL,60,DEV_0316,47,COMPLETED,Active,1
TXN_0006064,ACC_0583,ACC_0002,5545.01,2026-05-11 20:29:48,DEV_0959,NGO,91,DEV_0959,83,COMPLETED,Active,0
TXN_0006065,ACC_0270,ACC_0879,8813.5,2026-05-11 20:38:46,DEV_1194,BUSINESS,83,DEV_1088,94,COMPLETED,Active,1
TXN_0006066,ACC_0309,ACC_0431,3883.07,2026-05-11 20:41:12,DEV_0759,PERSONAL,68,DEV_0759,81,COMPLETED,Active,0
TXN_0006067,ACC_0711,ACC_0560,134122.9,2026-05-11 20:41:57,DEV_0779,NGO,61,DEV_0779,90,COMPLETED,Active,0
TXN_0006068,ACC_0070,ACC_0170,191329.61,2026-05-11 20:42:46,DEV_0117,BUSINESS,45,DEV_0117,82,COMPLETED,Active,0
TXN_0006069,ACC_0325,ACC_0909,10548.31,2026-05-11 20:46:30,DEV_0454,NGO,42,DEV_0454,94,COMPLETED,Active,0
TXN_0006070,ACC_0524,ACC_0923,145181.84,2026-05-11 20:47:04,DEV_0048,PROFESSIONAL,65,DEV_0048,77,COMPLETED,Active,0
TXN_0006071,ACC_0404,ACC_0326,5787.31,2026-05-11 20:49:16,DEV_0265,PROFESSIONAL,45,DEV_0265,41,COMPLETED,Active,0
TXN_0006072,ACC_0018,ACC_0025,162334.73,2026-05-11 20:51:17,DEV_0147,STUDENT,50,DEV_0147,87,COMPLETED,Active,0
TXN_0006073,ACC_0257,ACC_0085,50067.28,2026-05-11 20:51:53,DEV_1015,BUSINESS,48,DEV_1015,87,COMPLETED,Active,0
TXN_0006074,ACC_0488,ACC_0301,10795.51,2026-05-11 20:52:40,DEV_0249,BUSINESS,90,DEV_0249,69,COMPLETED,Active,0
TXN_0006075,ACC_0159,ACC_0937,2835.66,2026-05-11 20:57:39,DEV_1122,PROFESSIONAL,43,DEV_0040,44,COMPLETED,Active,1
TXN_0006076,ACC_0796,ACC_0893,84842.78,2026-05-11 03:33:45,DEV_1110,PROFESSIONAL,88,DEV_0704,51,COMPLETED,Active,1
TXN_0006077,ACC_0225,ACC_0500,660.77,2026-05-11 21:00:46,DEV_1181,STUDENT,20,DEV_1181,54,COMPLETED,Active,0
TXN_0006078,ACC_0497,ACC_0136,4855.07,2026-05-11 21:02:10,DEV_0373,NGO,48,DEV_0373,75,COMPLETED,Active,0
TXN_0006079,ACC_0767,ACC_0125,124292.17,2026-05-11 21:07:45,DEV_0599,BUSINESS,22,DEV_0599,88,COMPLETED,Active,0
TXN_0006080,ACC_0371,ACC_0156,456.48,2026-05-11 21:12:26,DEV_1180,STUDENT,65,DEV_1180,53,COMPLETED,Active,0
TXN_0006081,ACC_0168,ACC_0169,3171.11,2026-05-11 21:14:39,DEV_0498,PERSONAL,89,DEV_0498,76,COMPLETED,Active,0
TXN_0006082,ACC_0325,ACC_0815,7672.48,2026-05-11 21:17:36,DEV_0454,NGO,42,DEV_0454,46,COMPLETED,Active,0
TXN_0006083,ACC_0002,ACC_0873,31337.59,2026-05-11 21:21:52,DEV_0286,BUSINESS,83,DEV_0286,48,COMPLETED,Active,0
